   5.0000000e-01   5.4711599e-01   1.5258708e+00
   6.0000000e-01   4.0796861e-01   1.5646624e+00
   7.0000000e-01   3.2057010e-01   1.6039191e+00
   8.0000000e-01   2.6126152e-01   1.6428580e+00
   9.0000000e-01   2.1875604e-01   1.6812472e+00
   1.0000000e+00   1.8702396e-01   1.7190464e+00
   1.1000000e+00   1.6256986e-01   1.7562842e+00
   1.2000000e+00   1.4323781e-01   1.7930121e+00
   1.3000000e+00   1.2763147e-01   1.8292856e+00
   1.4000000e+00   1.1480995e-01   1.8651577e+00
   1.5000000e+00   1.0411815e-01   1.9006761e+00
   1.6000000e+00   9.5087152e-02   1.9358828e+00
   1.7000000e+00   8.7373284e-02   1.9708143e+00
   1.8000000e+00   8.0719478e-02   2.0055021e+00
   1.9000000e+00   7.4929959e-02   2.0399737e+00
   2.0000000e+00   6.9853268e-02   2.0742525e+00
   2.1000000e+00   6.5370562e-02   2.1083590e+00
   2.2000000e+00   6.1387417e-02   2.1423110e+00
   2.3000000e+00   5.7827950e-02   2.1761240e+00
   2.4000000e+00   5.4630551e-02   2.2098115e+00
   2.5000000e+00   5.1744728e-02   2.2433854e+00
   2.6000000e+00   4.9128742e-02   2.2768562e+00
   2.7000000e+00   4.6747821e-02   2.3102331e+00
   2.8000000e+00   4.4572786e-02   2.3435242e+00
   2.9000000e+00   4.2578984e-02   2.3767369e+00
   3.0000000e+00   4.0745462e-02   2.4098776e+00
   3.1000000e+00   3.9054302e-02   2.4429521e+00
   3.2000000e+00   3.7490104e-02   2.4759657e+00
   3.3000000e+00   3.6039564e-02   2.5089229e+00
   3.4000000e+00   3.4691131e-02   2.5418281e+00
   3.5000000e+00   3.3434738e-02   2.5746849e+00
   3.6000000e+00   3.2261570e-02   2.6074969e+00
   3.7000000e+00   3.1163879e-02   2.6402672e+00
   3.8000000e+00   3.0134830e-02   2.6729986e+00
   3.9000000e+00   2.9168372e-02   2.7056938e+00
   4.0000000e+00   2.8259133e-02   2.7383550e+00
   4.1000000e+00   2.7402323e-02   2.7709844e+00
   4.2000000e+00   2.6593664e-02   2.8035842e+00
   4.3000000e+00   2.5829322e-02   2.8361559e+00
   4.4000000e+00   2.5105850e-02   2.8687015e+00
   4.5000000e+00   2.4420144e-02   2.9012223e+00
   4.6000000e+00   2.3769401e-02   2.9337199e+00
   4.7000000e+00   2.3151084e-02   2.9661955e+00
   4.8000000e+00   2.2562889e-02   2.9986504e+00
   4.9000000e+00   2.2002723e-02   3.0310856e+00
   5.0000000e+00   2.1468679e-02   3.0635024e+00
   5.1000000e+00   2.0959016e-02   3.0959016e+00
   5.2000000e+00   2.0472142e-02   3.1282842e+00
   5.3000000e+00   2.0006597e-02   3.1606509e+00
   5.4000000e+00   1.9561042e-02   3.1930027e+00
   5.5000000e+00   1.9134247e-02   3.2253402e+00
   5.6000000e+00   1.8725078e-02   3.2576641e+00
   5.7000000e+00   1.8332488e-02   3.2899751e+00
   5.8000000e+00   1.7955512e-02   3.3222738e+00
   5.9000000e+00   1.7593256e-02   3.3545608e+00
   6.0000000e+00   1.7244894e-02   3.3868365e+00
   6.1000000e+00   1.6909657e-02   3.4191016e+00
   6.2000000e+00   1.6586832e-02   3.4513564e+00
   6.3000000e+00   1.6275756e-02   3.4836015e+00
   6.4000000e+00   1.5975812e-02   3.5158372e+00
   6.5000000e+00   1.5686424e-02   3.5480639e+00
   6.6000000e+00   1.5407056e-02   3.5802821e+00
   6.7000000e+00   1.5137206e-02   3.6124920e+00
   6.8000000e+00   1.4876404e-02   3.6446941e+00
   6.9000000e+00   1.4624211e-02   3.6768885e+00
   7.0000000e+00   1.4380216e-02   3.7090757e+00
   7.1000000e+00   1.4144032e-02   3.7412559e+00
   7.2000000e+00   1.3915297e-02   3.7734294e+00
   7.3000000e+00   1.3693669e-02   3.8055964e+00
   7.4000000e+00   1.3478828e-02   3.8377572e+00
   7.5000000e+00   1.3270473e-02   3.8699120e+00
   7.6000000e+00   1.3068318e-02   3.9020610e+00
   7.7000000e+00   1.2872096e-02   3.9342045e+00
   7.8000000e+00   1.2681554e-02   3.9663426e+00
   7.9000000e+00   1.2496451e-02   3.9984756e+00
   8.0000000e+00   1.2316562e-02   4.0306035e+00
   8.1000000e+00   1.2141674e-02   4.0627267e+00
   8.2000000e+00   1.1971583e-02   4.0948452e+00
   8.3000000e+00   1.1806098e-02   4.1269592e+00
   8.4000000e+00   1.1645037e-02   4.1590688e+00
   8.5000000e+00   1.1488227e-02   4.1911743e+00
   8.6000000e+00   1.1335506e-02   4.2232757e+00
   8.7000000e+00   1.1186716e-02   4.2553732e+00
   8.8000000e+00   1.1041711e-02   4.2874668e+00
   8.9000000e+00   1.0900350e-02   4.3195568e+00
   9.0000000e+00   1.0762499e-02   4.3516432e+00
   9.1000000e+00   1.0628030e-02   4.3837262e+00
   9.2000000e+00   1.0496823e-02   4.4158058e+00
   9.3000000e+00   1.0368761e-02   4.4478822e+00
   9.4000000e+00   1.0243735e-02   4.4799554e+00
   9.5000000e+00   1.0121638e-02   4.5120256e+00
   9.6000000e+00   1.0002371e-02   4.5440928e+00
   9.7000000e+00   9.8858376e-03   4.5761571e+00
   9.8000000e+00   9.7719457e-03   4.6082186e+00
   9.9000000e+00   9.6606077e-03   4.6402774e+00
   1.0000000e+01   9.5517397e-03   4.6723336e+00
